image_location,name,id,person_box_x1,person_box_x2,name_box_x1,name_box_x2,id_box_x1,id_box_x2 
dataset\gen_cards\f353.jpg,زهراء ابان صائن ايهم,١٢ ٦٢١ ٣ ٧ ٤١ ٨٨ ٥٠ ٨ ,"25,50","357,494","976,240","1217,388","640,630","1232,705"
dataset\gen_cards\f354.jpg,عايدة عمارة فاخر مهاب,٦٦ ٦٢٨ ٩ ٨ ٤٨ ٧٣ ٥٢ ٢ ,"25,50","357,494","940,240","1217,388","640,630","1232,705"
dataset\gen_cards\f355.jpg,مساعدة غنيم بندر لوي,١٨ ٢٦٧ ٩ ٩ ٣٤ ١٩ ١٠ ٣ ,"25,50","357,494","989,240","1217,388","640,630","1232,705"
dataset\gen_cards\f356.jpg,نجود ذاكر لمعي عبدالمنان,٢٧ ٦٨٠ ١ ٢ ٤١ ٦٤ ١٢ ٨ ,"25,50","357,494","903,240","1217,388","640,630","1232,705"
dataset\gen_cards\f357.jpg,حوراء محجن نضير جبل,٠٤ ٧٥٢ ٨ ٩ ٦٣ ٠٥ ٧٧ ٣ ,"25,50","357,494","947,240","1217,388","640,630","1232,705"
dataset\gen_cards\f358.jpg,ميثاء عدنان دريد حصيف,٥٣ ٣٠١ ٠ ٠ ٧١ ٨٢ ٩١ ٢ ,"25,50","357,494","921,240","1217,388","640,630","1232,705"
dataset\gen_cards\f359.jpg,ابتهاج مرزوق شاهد رفيع,٢٨ ٥٤٧ ٨ ٨ ٧٩ ٩٥ ٤٢ ٩ ,"25,50","357,494","926,240","1217,388","640,630","1232,705"
dataset\gen_cards\f360.jpg,لبنا سيار احنف كامل,٣٠ ٧٢٥ ٦ ٥ ٨٤ ٩٨ ٢٨ ٦ ,"25,50","357,494","957,240","1217,388","640,630","1232,705"
dataset\gen_cards\f361.jpg,سندس مثاب فهمي كمال,٤٢ ٢٩٠ ٦ ٦ ٣٥ ٤٤ ٣٢ ٨ ,"25,50","357,494","957,240","1217,388","640,630","1232,705"
dataset\gen_cards\f362.jpg,انسام محسن عبدالرقيب باسط,٣٩ ١٢٤ ٤ ٧ ٢٢ ٧٤ ٣٤ ٩ ,"25,50","357,494","860,240","1217,388","640,630","1232,705"
dataset\gen_cards\f363.jpg,انصاف قابس عبدالحق راسم,٠٥ ٢٩٣ ٩ ٤ ٠٣ ٧٩ ١٣ ٩ ,"25,50","357,494","900,240","1217,388","640,630","1232,705"
dataset\gen_cards\f364.jpg,جميلة رياض سالم حنظلة,٨٦ ٩٧٢ ٣ ٦ ٢١ ٥٣ ٠٨ ٨ ,"25,50","357,494","929,240","1217,388","640,630","1232,705"
dataset\gen_cards\f365.jpg,لولوة ساهد منقذ تامر,٠٠ ٥٢٤ ٣ ٩ ١١ ٩٦ ٤١ ٨ ,"25,50","357,494","975,240","1217,388","640,630","1232,705"
dataset\gen_cards\f366.jpg,جبلة تامر كنان جواد,١٥ ٨٨٤ ٤ ٣ ٤٥ ٤٩ ٠٤ ٤ ,"25,50","357,494","978,240","1217,388","640,630","1232,705"
dataset\gen_cards\f367.jpg,ميا جاسم جواد عبدربه,٩٨ ١٠٨ ٢ ٢ ٤١ ١٦ ٢٦ ٧ ,"25,50","357,494","924,240","1217,388","640,630","1232,705"
dataset\gen_cards\f368.jpg,مجيدة شاكر ضرام ناجي,٣١ ٤٦١ ٨ ٣ ٣٧ ٩٩ ٢١ ٨ ,"25,50","357,494","946,240","1217,388","640,630","1232,705"
dataset\gen_cards\f369.jpg,سلما شاهر سارح عبدالقادر,٢٨ ٣٨٣ ٩ ٤ ٩٠ ٠٦ ٨٠ ٨ ,"25,50","357,494","879,240","1217,388","640,630","1232,705"
dataset\gen_cards\f370.jpg,مضاوي حزام مشتاق عبدالباقي,٣٨ ٧٠٨ ١ ٨ ٥٣ ٣٣ ٠٢ ٧ ,"25,50","357,494","874,240","1217,388","640,630","1232,705"
dataset\gen_cards\f371.jpg,نظيرة مضر حاتم حسنين,٣٠ ٢٩٩ ٨ ٩ ٤٧ ٢٣ ١٧ ١ ,"25,50","357,494","937,240","1217,388","640,630","1232,705"
dataset\gen_cards\f372.jpg,تهاني زبير نجدة داود,٥١ ٠٨٦ ٣ ٧ ٣٢ ٨٣ ٦٢ ٤ ,"25,50","357,494","980,240","1217,388","640,630","1232,705"
dataset\gen_cards\f373.jpg,رانيا هانئ حواس مغيرة,٠٥ ٠١٣ ٩ ٥ ٩٧ ٦٦ ٠٦ ١ ,"25,50","357,494","929,240","1217,388","640,630","1232,705"
dataset\gen_cards\f374.jpg,فكرية مخلد عبيد عقاب,٤٧ ٨٤٨ ٥ ٠ ٥٠ ٣٢ ٣٨ ٥ ,"25,50","357,494","961,240","1217,388","640,630","1232,705"
dataset\gen_cards\f375.jpg,مغيثة نصار كهلان رشاد,٩٠ ٨٨٩ ٤ ٥ ٤٩ ٥٢ ٥٤ ٧ ,"25,50","357,494","937,240","1217,388","640,630","1232,705"
dataset\gen_cards\f376.jpg,سحر نمر علوان سعيد,٦٥ ٩١٣ ٤ ٨ ٢٩ ١٠ ٨٣ ٩ ,"25,50","357,494","961,240","1217,388","640,630","1232,705"
dataset\gen_cards\f377.jpg,فجر شادي مبارك بشار,٠٩ ٩٥٦ ٢ ٧ ٩٧ ٥٣ ٤١ ٧ ,"25,50","357,494","935,240","1217,388","640,630","1232,705"
dataset\gen_cards\f378.jpg,ميار عائد مخلف شافع,٤٤ ٥٥٧ ٤ ٧ ٠١ ٩٦ ٤٢ ٥ ,"25,50","357,494","952,240","1217,388","640,630","1232,705"
dataset\gen_cards\f379.jpg,نعمة بديع بكار سلمة,٩٧ ٩٦٢ ١ ٤ ٨٧ ٤٧ ١٣ ٨ ,"25,50","357,494","977,240","1217,388","640,630","1232,705"
dataset\gen_cards\f380.jpg,رابعة جودة مطر حيدر,٩٩ ٥١٠ ٥ ١ ٤٩ ٩٠ ٩٩ ٠ ,"25,50","357,494","965,240","1217,388","640,630","1232,705"
dataset\gen_cards\f381.jpg,روز مرتجا احنف صباح,٠٥ ٧٥٤ ٥ ١ ٠٤ ٥٦ ٩٠ ٩ ,"25,50","357,494","925,240","1217,388","640,630","1232,705"
dataset\gen_cards\f382.jpg,سلطانة مخلد يعقوب علاء,٤١ ٩٦١ ٥ ٠ ٨٩ ١٤ ٧٩ ٧ ,"25,50","357,494","942,240","1217,388","640,630","1232,705"
dataset\gen_cards\f383.jpg,ابتهاج فكري مامون قتادة,٤٤ ٨٢٦ ٤ ٢ ١٤ ٧٧ ٢٤ ١ ,"25,50","357,494","934,240","1217,388","640,630","1232,705"
dataset\gen_cards\f384.jpg,منيرة راسخ ثابت صبيح,٢٣ ٢٤٦ ٤ ٩ ٥٧ ٦٩ ٠٧ ٣ ,"25,50","357,494","942,240","1217,388","640,630","1232,705"
dataset\gen_cards\f385.jpg,جوري مخلف نوفل عبدالملك,٥٩ ٨٠٦ ٧ ٤ ٩٣ ٧٧ ٩٠ ١ ,"25,50","357,494","894,240","1217,388","640,630","1232,705"
dataset\gen_cards\f386.jpg,روز فائز رشوان شكور,٦٧ ١٤٤ ٦ ١ ١٨ ١١ ١٩ ٠ ,"25,50","357,494","932,240","1217,388","640,630","1232,705"
dataset\gen_cards\f387.jpg,ولاء هيثم مكين وليد,٧٤ ٣٨٧ ١ ٩ ١٢ ٦٨ ٧١ ١ ,"25,50","357,494","982,240","1217,388","640,630","1232,705"
dataset\gen_cards\f388.jpg,لميس شفيع مغيث عبدو,٠٢ ١٢٠ ٢ ٠ ٠٩ ٧٩ ٤٩ ٤ ,"25,50","357,494","948,240","1217,388","640,630","1232,705"
dataset\gen_cards\f389.jpg,ولاء مضر وائل اجيد,٨٦ ٤٦٧ ٧ ٥ ٥٢ ١٦ ٠٦ ٨ ,"25,50","357,494","975,240","1217,388","640,630","1232,705"
dataset\gen_cards\f390.jpg,انهار معروف سارح خزعل,٠٤ ٢٧١ ٠ ٩ ٥٣ ٩٢ ٣٧ ٣ ,"25,50","357,494","894,240","1217,388","640,630","1232,705"
dataset\gen_cards\f391.jpg,نضال ذعار ازور عويس,٨٢ ٤٧٨ ٣ ٧ ٨١ ٢٧ ٤٧ ٧ ,"25,50","357,494","936,240","1217,388","640,630","1232,705"
dataset\gen_cards\f392.jpg,زهية عبدالرووف مخلد رزين,٤٤ ٢٤١ ١ ٤ ٨٨ ٦٨ ٤٩ ٨ ,"25,50","357,494","866,240","1217,388","640,630","1232,705"
dataset\gen_cards\f393.jpg,مثابة فائز حفص شفيق,٨٤ ٢٥٠ ٠ ٤ ١٢ ٠٣ ٢١ ٧ ,"25,50","357,494","949,240","1217,388","640,630","1232,705"
dataset\gen_cards\f394.jpg,بائقة قتيبة رعد ضاري,٦٩ ٥٥٣ ٩ ٤ ٩٤ ٥٨ ٧٨ ٢ ,"25,50","357,494","950,240","1217,388","640,630","1232,705"
dataset\gen_cards\f395.jpg,مناصف سامح غوار مزهر,٢٠ ٥٥٢ ٦ ٨ ٧٦ ١٦ ٤٣ ٨ ,"25,50","357,494","938,240","1217,388","640,630","1232,705"
dataset\gen_cards\f396.jpg,نجيبة بلال شوكت صفوت,٨٩ ٨٥٠ ٣ ٦ ٣٢ ٠٧ ٧٩ ٦ ,"25,50","357,494","924,240","1217,388","640,630","1232,705"
dataset\gen_cards\f397.jpg,هيفاء رماح انور راجح,٣٠ ١٤٦ ٤ ٤ ٠٥ ٩٠ ٨٢ ٤ ,"25,50","357,494","958,240","1217,388","640,630","1232,705"
dataset\gen_cards\f398.jpg,راغبة مغيث صابر فضل,٥٤ ٥٣٩ ٩ ٩ ٩٦ ٧١ ٦٥ ٧ ,"25,50","357,494","950,240","1217,388","640,630","1232,705"
dataset\gen_cards\f399.jpg,صائنة خليوي بليغ نجاد,٥٠ ٣٠٢ ٩ ٦ ٢٦ ٢١ ٦١ ٦ ,"25,50","357,494","958,240","1217,388","640,630","1232,705"
dataset\gen_cards\f400.jpg,اية راجح عبدالرب نورس,١١ ٣٦٨ ٦ ٠ ٧٥ ٥٢ ٦٦ ٩ ,"25,50","357,494","882,240","1217,388","640,630","1232,705"
dataset\gen_cards\f401.jpg,سحر عكلة اشقر تائب,٧٦ ٣٧١ ٦ ٨ ٩٤ ٠١ ٦٣ ٣ ,"25,50","357,494","968,240","1217,388","640,630","1232,705"
dataset\gen_cards\f402.jpg,فخرية عياش نامي خويلد,٣٣ ٩٨٧ ٨ ٦ ١١ ٥٨ ٢٨ ٩ ,"25,50","357,494","937,240","1217,388","640,630","1232,705"
dataset\gen_cards\f403.jpg,ديما غازي سعد مرحب,٢٨ ١٤٥ ٦ ٢ ٣٥ ٤٢ ٤٣ ٦ ,"25,50","357,494","941,240","1217,388","640,630","1232,705"
dataset\gen_cards\f404.jpg,نسيم ماجد صابر زبير,٩٩ ٥٤٥ ٦ ٤ ٤٩ ٠٧ ٣٢ ٢ ,"25,50","357,494","963,240","1217,388","640,630","1232,705"
dataset\gen_cards\f405.jpg,مخلصة حجاج رشيق سعود,١٧ ٦٦٦ ٢ ٣ ٠٧ ٩٨ ٥٥ ٣ ,"25,50","357,494","923,240","1217,388","640,630","1232,705"
dataset\gen_cards\f406.jpg,مسفرة نذير نجدت زكريا,٠٥ ٥٤٢ ١ ٨ ٣٢ ٤٧ ٩٢ ٠ ,"25,50","357,494","954,240","1217,388","640,630","1232,705"
dataset\gen_cards\f407.jpg,منصفة سحيم جدعان حزام,٠٢ ١٠٧ ٠ ٠ ٠٦ ٩٤ ٥٤ ٣ ,"25,50","357,494","926,240","1217,388","640,630","1232,705"
dataset\gen_cards\f408.jpg,ام كلثوم فواز هيثم ناظم,٣٨ ٠٩٣ ٤ ٦ ٣٥ ٢٤ ٠٦ ٦ ,"25,50","357,494","984,240","1217,388","640,630","1232,705"
dataset\gen_cards\f409.jpg,سامية نواف مشتاق رابح,٧٣ ٥٩٦ ٣ ٨ ٨٦ ٥٧ ٨١ ٨ ,"25,50","357,494","933,240","1217,388","640,630","1232,705"
dataset\gen_cards\f410.jpg,رزينة سادن عباس عبدالعزيز,٩٠ ١٣٤ ٢ ٧ ٩٥ ٦٣ ٨٩ ٠ ,"25,50","357,494","869,240","1217,388","640,630","1232,705"
dataset\gen_cards\f411.jpg,نور فالح سامي غلاب,١٥ ٦٤٧ ٧ ٩ ٥٩ ٤٥ ٧٩ ٤ ,"25,50","357,494","952,240","1217,388","640,630","1232,705"
dataset\gen_cards\f412.jpg,خديجة سيار مبرور صائن,٣٧ ٣٧٣ ٣ ٣ ٧٤ ٤٠ ٣٧ ٥ ,"25,50","357,494","931,240","1217,388","640,630","1232,705"
dataset\gen_cards\f413.jpg,رغد معلوف جليل لمعي,٩٤ ٠٤٢ ٠ ٤ ٨٣ ٤١ ٨٢ ٧ ,"25,50","357,494","935,240","1217,388","640,630","1232,705"
dataset\gen_cards\f414.jpg,سارة سلمة اصيل ضيغم,٤١ ١٥٧ ٩ ٠ ٩٤ ٢٦ ٠٣ ٦ ,"25,50","357,494","940,240","1217,388","640,630","1232,705"
dataset\gen_cards\f415.jpg,لينا اريب شوكت هائل,٦٠ ٩٧٠ ٦ ٠ ١٣ ١٠ ١٧ ٩ ,"25,50","357,494","946,240","1217,388","640,630","1232,705"
dataset\gen_cards\f416.jpg,داليا غزوان منيب اسد,٣٥ ١٥٥ ٤ ٣ ٤٣ ٥٨ ٦٩ ٨ ,"25,50","357,494","951,240","1217,388","640,630","1232,705"
dataset\gen_cards\f417.jpg,حوراء صفوت عمران ناظم,٩٣ ٦٥٩ ٤ ٦ ٦٥ ١٩ ٦٧ ٧ ,"25,50","357,494","915,240","1217,388","640,630","1232,705"
dataset\gen_cards\f418.jpg,مشاعل مويد ارغد عمران,٩٦ ٥٦٥ ٤ ٠ ٣٠ ٧٠ ٩٣ ٨ ,"25,50","357,494","940,240","1217,388","640,630","1232,705"
dataset\gen_cards\f419.jpg,انشراح ظاهر ظاهر فرج,٥٠ ٢٣٩ ٨ ٣ ٢٤ ١٨ ٩٨ ١ ,"25,50","357,494","963,240","1217,388","640,630","1232,705"
dataset\gen_cards\f420.jpg,هانئة مساعد وهب مناحي,١٤ ٦٩٨ ٧ ٧ ١٤ ٦٣ ٧٥ ٣ ,"25,50","357,494","915,240","1217,388","640,630","1232,705"
dataset\gen_cards\f421.jpg,نجيحة مسلمة معلوف ذباح,٨٣ ٩٠١ ٤ ٧ ٤٩ ٠١ ٧١ ١ ,"25,50","357,494","915,240","1217,388","640,630","1232,705"
dataset\gen_cards\f422.jpg,منيبة عطاء ضرام ثواب,٢٣ ٧٢٧ ٠ ٤ ٦٣ ٢٣ ٠٦ ٣ ,"25,50","357,494","943,240","1217,388","640,630","1232,705"
dataset\gen_cards\f423.jpg,هاجر نشات صلاح اسعد,٥٦ ٠٤٠ ٣ ٣ ٦٩ ٩٤ ٠٣ ٥ ,"25,50","357,494","939,240","1217,388","640,630","1232,705"
dataset\gen_cards\f424.jpg,ريم فارع حزم غالب,٣٥ ١٩٠ ٥ ٨ ١٢ ٩٤ ٥٧ ٥ ,"25,50","357,494","970,240","1217,388","640,630","1232,705"
dataset\gen_cards\f425.jpg,امتياز مزهر ثنيان رضا,٨٩ ٧٠٩ ٧ ٩ ٨٣ ٨١ ٧٠ ١ ,"25,50","357,494","957,240","1217,388","640,630","1232,705"
dataset\gen_cards\f426.jpg,سدن عكلة معصوم عويس,٤١ ٠٧٩ ٣ ٦ ٩١ ٠٨ ١٦ ٨ ,"25,50","357,494","902,240","1217,388","640,630","1232,705"
dataset\gen_cards\f427.jpg,مي بهاء خزعل سهيل,٨٧ ٢٦٠ ٦ ٠ ٠٨ ٦٨ ٧٠ ٨ ,"25,50","357,494","940,240","1217,388","640,630","1232,705"
dataset\gen_cards\f428.jpg,عائشة شكري مجاهد همام,٦٤ ٣٨٧ ٦ ٢ ٢٦ ٧٦ ٥٥ ٤ ,"25,50","357,494","924,240","1217,388","640,630","1232,705"
dataset\gen_cards\f429.jpg,شاهرة شمر صادر رباح,١٧ ٦٢٣ ٥ ١ ٢٠ ١٦ ٢٨ ٧ ,"25,50","357,494","958,240","1217,388","640,630","1232,705"
dataset\gen_cards\f430.jpg,مرام نصار ساجر عبدالرحيم,٩٣ ٧١٦ ٩ ٤ ٩٢ ٨٩ ٥٥ ٨ ,"25,50","357,494","872,240","1217,388","640,630","1232,705"
dataset\gen_cards\f431.jpg,عالية جابر عزيز حميد,٠٤ ٩٨٩ ٢ ٨ ٩٥ ٩٩ ٢٦ ٩ ,"25,50","357,494","961,240","1217,388","640,630","1232,705"
dataset\gen_cards\f432.jpg,نعمة خازن اياس اكرم,٨٥ ٤٢٠ ٨ ٣ ٤٥ ١١ ٠٢ ٨ ,"25,50","357,494","959,240","1217,388","640,630","1232,705"
dataset\gen_cards\f433.jpg,ريحانة غالب عقاب راسم,٤٥ ٠٣٧ ٥ ٤ ٩٣ ٦٥ ٠٧ ٧ ,"25,50","357,494","948,240","1217,388","640,630","1232,705"
dataset\gen_cards\f434.jpg,ماهرة ادغم فراج سعد,٢٧ ٩٢١ ٠ ٤ ١١ ٨٣ ٣٥ ٣ ,"25,50","357,494","980,240","1217,388","640,630","1232,705"
dataset\gen_cards\f435.jpg,مارية نعمان نشمي سعيد,٧٩ ٩٠٨ ٣ ٦ ٠٨ ٧٣ ٨٢ ٠ ,"25,50","357,494","935,240","1217,388","640,630","1232,705"
dataset\gen_cards\f436.jpg,راما صهيب امية غزوان,٥٥ ٧٥١ ٨ ٥ ٩٣ ٠٨ ٤٣ ٧ ,"25,50","357,494","919,240","1217,388","640,630","1232,705"
dataset\gen_cards\f437.jpg,رحاب ناظم ثنيان ابراهيم,٠٩ ٦٤١ ٨ ٣ ٧٤ ٨٠ ١١ ٧ ,"25,50","357,494","937,240","1217,388","640,630","1232,705"
dataset\gen_cards\f438.jpg,ديمة اشرف فارس مشتاق,٢٨ ٠٣٣ ١ ١ ٧١ ٣٦ ٨٣ ٧ ,"25,50","357,494","904,240","1217,388","640,630","1232,705"
dataset\gen_cards\f439.jpg,ناصحة ميثم فتحي مشتاق,٦٤ ٠٨٦ ٥ ٩ ٢١ ٨٥ ٨٦ ٨ ,"25,50","357,494","941,240","1217,388","640,630","1232,705"
dataset\gen_cards\f440.jpg,هانئة شهيد راسخ رصين,٦٢ ٦١٤ ٩ ٥ ٨٠ ٥٦ ٤٩ ٨ ,"25,50","357,494","924,240","1217,388","640,630","1232,705"
dataset\gen_cards\f441.jpg,فتيحة عواد ماهر يزيد,١٤ ٤٢٨ ٩ ١ ٠٠ ٨٥ ٤٠ ٥ ,"25,50","357,494","975,240","1217,388","640,630","1232,705"
dataset\gen_cards\f442.jpg,لما حجاب غوث مناع,٦٣ ٤٢٢ ٠ ٨ ٣٢ ٦٩ ٧٩ ١ ,"25,50","357,494","946,240","1217,388","640,630","1232,705"
dataset\gen_cards\f443.jpg,رسيمة رضوان خلف فتاح,٩٣ ٣٧٦ ٤ ٣ ٩٣ ٨٥ ٢٧ ٩ ,"25,50","357,494","933,240","1217,388","640,630","1232,705"
dataset\gen_cards\f444.jpg,منال اديب وديع صفوان,٨٦ ٩٣٦ ٥ ٩ ٨٤ ٥٨ ٢٦ ٤ ,"25,50","357,494","935,240","1217,388","640,630","1232,705"
dataset\gen_cards\f445.jpg,منيبة ناظم عبدالسلام زين,٥٢ ٢٤٦ ٣ ٧ ٧٥ ٧١ ٩٨ ٢ ,"25,50","357,494","914,240","1217,388","640,630","1232,705"
dataset\gen_cards\f446.jpg,كبرا حسان تيم نمر,٨٦ ٥٢٠ ٤ ٤ ٧٢ ٩٠ ٢٤ ٩ ,"25,50","357,494","994,240","1217,388","640,630","1232,705"
dataset\gen_cards\f447.jpg,اسرار عكلة ادغم بشارة,٠٧ ١٦١ ٩ ٠ ٩٦ ٨٨ ١٧ ٣ ,"25,50","357,494","953,240","1217,388","640,630","1232,705"
dataset\gen_cards\f448.jpg,ساهدة سفيان بليغ فضيل,٠٦ ٢٧٢ ١ ٢ ٠٥ ٩٣ ٩٣ ٧ ,"25,50","357,494","946,240","1217,388","640,630","1232,705"
dataset\gen_cards\f449.jpg,منا عنترة عمران اسلم,٣٧ ٨٣٤ ٥ ٥ ٥١ ٧٦ ٥٣ ٢ ,"25,50","357,494","930,240","1217,388","640,630","1232,705"
dataset\gen_cards\f450.jpg,ماهة غسان عيد تيسير,٧٩ ٦٩٥ ٤ ٠ ٠٦ ٧٧ ٢٦ ٣ ,"25,50","357,494","952,240","1217,388","640,630","1232,705"
dataset\gen_cards\f451.jpg,نجد قطامي اجاويد اكمل,٩٠ ٨٧٨ ٥ ٧ ٤٩ ٧٥ ٣٧ ٠ ,"25,50","357,494","924,240","1217,388","640,630","1232,705"
dataset\gen_cards\f452.jpg,اميمة هادي عبدالودود مغيرة,١٠ ٥٥٣ ٣ ٦ ٦٥ ٤٥ ٨٦ ٤ ,"25,50","357,494","874,240","1217,388","640,630","1232,705"
dataset\gen_cards\f453.jpg,لولوة هشام هاني عادل,٨٥ ٩٣١ ٣ ٦ ٦٨ ٧٢ ٥٠ ٩ ,"25,50","357,494","958,240","1217,388","640,630","1232,705"
dataset\gen_cards\f454.jpg,حور نائل مجدي عبداللطيف,١٤ ٨٦٨ ٣ ٨ ٨٦ ٣٩ ٨٢ ٢ ,"25,50","357,494","879,240","1217,388","640,630","1232,705"
dataset\gen_cards\f455.jpg,دنيا سبع عواد مرزوق,٨٦ ٩٦٥ ١ ٩ ٣١ ١٩ ٠٧ ٢ ,"25,50","357,494","936,240","1217,388","640,630","1232,705"
dataset\gen_cards\f456.jpg,راجحة صدام اشجع غفار,١٦ ٥٣٤ ٩ ٢ ٨٢ ٢٤ ٧١ ٤ ,"25,50","357,494","945,240","1217,388","640,630","1232,705"
dataset\gen_cards\f457.jpg,امينة مغوار سرور زيدان,٣٣ ١٤٤ ٧ ٧ ٤٨ ٥٢ ١٧ ٤ ,"25,50","357,494","921,240","1217,388","640,630","1232,705"
dataset\gen_cards\f458.jpg,وسن مرتضا اكمل زيدان,٩٧ ٨٩٧ ٢ ٥ ١٥ ١٤ ١٨ ٥ ,"25,50","357,494","931,240","1217,388","640,630","1232,705"
dataset\gen_cards\f459.jpg,خزنة محجن شافع نبيل,٧٣ ٣٣٠ ٥ ٣ ٩٣ ١٢ ٤١ ٩ ,"25,50","357,494","952,240","1217,388","640,630","1232,705"
dataset\gen_cards\f460.jpg,جوهرة قصي جراح اشجع,٩٤ ٦٦٥ ٦ ٠ ٣٣ ٤٤ ٨٤ ٨ ,"25,50","357,494","938,240","1217,388","640,630","1232,705"
dataset\gen_cards\f461.jpg,خالدة حزم بارح طموح,٩٦ ٩٧٤ ٢ ٩ ٥٧ ٨٩ ٢٨ ٤ ,"25,50","357,494","956,240","1217,388","640,630","1232,705"
dataset\gen_cards\f462.jpg,جويرية مطلب خليل مصعب,٤١ ٤٦٠ ٤ ٤ ٣١ ٣٨ ٢٩ ٨ ,"25,50","357,494","925,240","1217,388","640,630","1232,705"
dataset\gen_cards\f463.jpg,راتبة عراد معصوم عشير,٨٢ ٤٣١ ١ ١ ٧٦ ٠٠ ٥٢ ٠ ,"25,50","357,494","916,240","1217,388","640,630","1232,705"
dataset\gen_cards\f464.jpg,احسان داوود ازهر ساجي,٥٤ ٣٣٩ ٣ ٩ ٠٢ ٤٥ ٣٢ ٣ ,"25,50","357,494","934,240","1217,388","640,630","1232,705"
dataset\gen_cards\f465.jpg,حور مويد برد رغيد,٣٧ ٩٦٢ ٦ ٩ ٠٨ ٠٧ ٤٧ ٧ ,"25,50","357,494","986,240","1217,388","640,630","1232,705"
dataset\gen_cards\f466.jpg,رمزية قتيبة توفيق فيض,٧٨ ٨٠٧ ٣ ٩ ١٢ ٠٧ ٨٨ ٤ ,"25,50","357,494","944,240","1217,388","640,630","1232,705"
dataset\gen_cards\f467.jpg,بادرة خلدون نافع اوس,٥٤ ٧٠١ ٦ ٥ ٨٣ ٤٥ ٠٣ ٧ ,"25,50","357,494","950,240","1217,388","640,630","1232,705"
dataset\gen_cards\f468.jpg,اثيل دغيم سعد ناصح,٣٦ ٨٢٠ ٣ ٥ ٤٩ ٥٣ ٥٣ ٠ ,"25,50","357,494","962,240","1217,388","640,630","1232,705"
dataset\gen_cards\f469.jpg,وميض عزب اديب حمزة,٥٤ ٠٧٧ ٥ ٥ ٥٤ ٨٤ ٧٩ ٣ ,"25,50","357,494","957,240","1217,388","640,630","1232,705"
dataset\gen_cards\f470.jpg,فلوة فاتح غالب صمصام,٩٤ ٦٩٦ ٨ ٣ ٤٣ ٥٦ ٨٣ ٩ ,"25,50","357,494","922,240","1217,388","640,630","1232,705"
dataset\gen_cards\f471.jpg,لجينة ميلاد طامح مراد,٩٩ ٩٥٦ ٠ ٥ ٩٦ ٧٨ ٦٨ ٠ ,"25,50","357,494","960,240","1217,388","640,630","1232,705"
dataset\gen_cards\f472.jpg,ياسمين امان رعد اسد,٠٩ ٢٣٧ ٨ ٦ ٦٨ ٥٩ ٩٢ ٢ ,"25,50","357,494","998,240","1217,388","640,630","1232,705"
dataset\gen_cards\f473.jpg,كنزا مجير خالص عبدالفتاح,٦٥ ٨٥٢ ٥ ٤ ٩٧ ١٨ ٧٥ ١ ,"25,50","357,494","872,240","1217,388","640,630","1232,705"
dataset\gen_cards\f474.jpg,سهاد كليب لقمان عمار,١٦ ٨٣٣ ١ ٥ ١٩ ٧٤ ٠٩ ١ ,"25,50","357,494","952,240","1217,388","640,630","1232,705"
dataset\gen_cards\f475.jpg,براء رافت نعمت بندر,٠٧ ٦١٠ ٢ ٨ ٧٩ ٤٦ ٠١ ٨ ,"25,50","357,494","964,240","1217,388","640,630","1232,705"
dataset\gen_cards\f476.jpg,كريمة رهيف مناف عز,٨٤ ٦٦٦ ٠ ٩ ٨٧ ٥١ ٩٨ ٢ ,"25,50","357,494","965,240","1217,388","640,630","1232,705"
dataset\gen_cards\f477.jpg,حسنية جودة سيف حكيم,٨١ ٣٨١ ٤ ٦ ٩٩ ١٣ ٠٩ ٩ ,"25,50","357,494","955,240","1217,388","640,630","1232,705"
dataset\gen_cards\f478.jpg,نورس كاسب سلمان نصار,٢١ ٥٠٧ ٦ ٤ ٩٦ ١٨ ٨١ ٤ ,"25,50","357,494","921,240","1217,388","640,630","1232,705"
dataset\gen_cards\f479.jpg,سلما رافع رابح ممدوح,٥٧ ٠٦٥ ٥ ٤ ٣٢ ٦٨ ٣٦ ٤ ,"25,50","357,494","943,240","1217,388","640,630","1232,705"
dataset\gen_cards\f480.jpg,كيان جمعان بهيج فواد,٢٧ ٨٠٤ ٧ ١ ٨٦ ٤٧ ٢٣ ٩ ,"25,50","357,494","950,240","1217,388","640,630","1232,705"
dataset\gen_cards\f481.jpg,ثراء جواد منيع نايف,١٩ ٧١٩ ٤ ١ ٧٦ ١٢ ٤٩ ٣ ,"25,50","357,494","969,240","1217,388","640,630","1232,705"
dataset\gen_cards\f482.jpg,رحيق رويشد مجاهد كليم,٧٩ ٩٩١ ٥ ٣ ١٤ ٥٤ ٧٩ ٦ ,"25,50","357,494","933,240","1217,388","640,630","1232,705"
dataset\gen_cards\f483.jpg,رواء معتصم قائد مهند,٣٣ ٤٠١ ٦ ٣ ٧٥ ٨٠ ١٨ ٨ ,"25,50","357,494","956,240","1217,388","640,630","1232,705"
dataset\gen_cards\f484.jpg,مصلحة اريب حسنين صمد,١٤ ٧١٧ ٨ ٨ ٣٥ ٢٢ ٤٩ ٠ ,"25,50","357,494","935,240","1217,388","640,630","1232,705"
dataset\gen_cards\f485.jpg,ولهانة حسين بطاح ليث,٠١ ٢١٩ ١ ١ ٢٩ ٩١ ٨٤ ٤ ,"25,50","357,494","960,240","1217,388","640,630","1232,705"
